Source,Target,Tweet Type
ron_dickinson,dr_philippaw,retweet
bcomininvisible,davidbr26466730,reply
bcomininvisible,tonyhallbbcdg,retweet
bcomininvisible,bbcquestiontime,retweet
bcomininvisible,bbcnews,retweet
bcomininvisible,bbcpolitics,retweet
walshicus1,scousegirlmedia,retweet
comradecompost,dec12posting,retweet
theymca_cw,allsuperinfo,retweet
theymca_cw,westers1401,retweet
theymca_cw,mytonhospices,retweet
ox4tuneteller,dancingthemind,retweet
cleggy261,groot66,retweet
cleggy261,peston,retweet
cleggy261,jeremycorbyn,retweet
lfischerberlin,labouragainstas,retweet
lfischerberlin,peoplesmomentum,retweet
lfischerberlin,apsanaforpl,retweet
darryl0007,_brexittory,retweet
daverain,saddlersue,retweet
daverain,carolynharris24,retweet
dickmackintosh,youtube,retweet
rodee55,tommycorbyn,retweet
winchestrchange,forchange_now,retweet
winchestrchange,chrislesliemp,retweet
winchestrchange,mikegapes,retweet
winchestrchange,anna_soubry,retweet
newssnp,thesnp,retweet
newssnp,valensercla,retweet
speers_craig,trickyjabs,retweet
bobbofitz,liarpoliticians,retweet
bobbofitz,nigel_farage,retweet
bobbofitz,brexitparty_uk,retweet
barrynl,barrynl,retweet
barrynl,paulkohlersw19,retweet
roger_lfc,itvtynetees,reply
roger_lfc,mikehillmp,retweet
roger_lfc,jeremycorbyn,retweet
patyoung,scousegirlmedia,retweet
langdaler,labouragainstas,retweet
avonfbu,c4meronm4tthews,retweet
gjsathyamoorthy,peoplesvote_uk,retweet
jotilpip,cns46z,retweet
zrileb,muslimcouncil,retweet
zrileb,elondonmosque,retweet
joannejolilley,walesforeurope,retweet
iamswagodking,scousegirlmedia,retweet
stevekurts,remainutd,retweet
newssnp,thesnp,retweet
sillyshib,thebluecase,retweet
kevin_kevwar180,rachael_swindon,retweet
stuartharrower,_brexittory,retweet
jacquierose44,aaronbastani,retweet
minxymartin,askpergers,retweet
richardbridle,armilani_,reply
richardbridle,borisjohnson,retweet
jaxx2210,dancingthemind,retweet
nemo_impune,rachael_swindon,retweet
ravensrod,insidehousing,retweet
ravensrod,uklabour,retweet
ravensrod,conservatives,retweet
ravensrod,libdems,retweet
ravensrod,thegreenparty,retweet
ravensrod,thesnp,retweet
ravensrod,brexitparty_uk,retweet
dotkelleydjk,dancingthemind,retweet
lesrayneradams,ukreloaded,retweet
joeinwakey,_brexittory,retweet
neilpollyticks,imincorrigible,retweet
neilpollyticks,uklabour,retweet
neilpollyticks,lbc,retweet
petergloss,aaronbastani,retweet
petergloss,novaramedia,retweet
keirmoncrief,rachael_swindon,retweet
neutralbrit,rachael_swindon,retweet
magooo_stu,thesnp,retweet
magooo_stu,dr_philippaw,retweet
magooo_stu,robertjenrick,retweet
paulmurphy68,derekjames150,retweet
kiefergvr,addicted2newz,retweet
kiefergvr,afneil,retweet
ryanwinterbott2,goodwinmj,retweet
nicki_hattingh,jamesbundy,retweet
gle4r,conservatives,retweet
muslimcouncil,migrantvote,retweet
theforumwithben,theprogalliance,retweet
theforumwithben,mikekanemp,retweet
dringcarol,liarpoliticians,retweet
dringcarol,peoplesmomentum,retweet
dringcarol,chunkymark,retweet
dringcarol,cocacola,retweet
robshepherd12,kazzjenkins,retweet
robshepherd12,conservatives,retweet
tricksgeorge,barrynl,retweet
tricksgeorge,paulkohlersw19,retweet
me3three,brexitbin,retweet
macetrain,_brexittory,retweet
hickmottpatrick,swansea4europe,retweet
cardworldurm,_brexittory,retweet
xrrebel,scientistsx,retweet
xrrebel,conservatives,retweet
xrrebel,borisjohnson,retweet
pavilaxed,eyeedinburgh,retweet
care4derby,derbycc,retweet
cheshirefbu,fbunational,retweet
camden_momentum,skynews,retweet
camden_momentum,johnmcdonnellmp,retweet
dragonsculpt,gmb_union,retweet
msquarebush,dr_philippaw,retweet
bold_text,bevrilett,retweet
bold_text,georgeeliotlove,retweet
mikeyroberts81,kazzjenkins,retweet
mikeyroberts81,conservatives,retweet
carlossatriani1,jamesfwells,retweet
prestonforeu,peoplesvote_uk,retweet
julia_st_albans,_brexittory,retweet
happyferrret,brexitbin,retweet
thinkofthehuma1,remainernow,retweet
thinkofthehuma1,kchief17,retweet
tonx10,_brexittory,retweet
kcaizzo,theprolestar,retweet
utwattamungus,jeremycorbyn,reply
cwuwamc,scousegirlmedia,retweet
coci1966,thesnp,retweet
coci1966,valensercla,retweet
fremantletrust,thekingsfund,retweet
fremantletrust,so_says_sally,retweet
dgr1978,gmb_union,retweet
sjk26381,brexit_sham,retweet
sjk26381,matthancock,retweet
photoclassic,dr_philippaw,retweet
wendy_neilson,dancingthemind,retweet
philforfun74,thesnp,retweet
philforfun74,valensercla,retweet
matti_colley,wilvoitus,retweet
lukeagnew11,gmb_union,retweet
performmonkey,dr_philippaw,retweet
coci1966,thesnp,retweet
dragonsculpt,dancingthemind,retweet
mostlytory86,essexcanning,retweet
andymoz78,monicabeharding,retweet
andymoz78,elmbridgelibdem,retweet
greenwichlibdem,theifs,retweet
greenwichlibdem,nuffieldfound,retweet
johngirling1,gmb_union,retweet
jmemc123,gmb_union,retweet
jeromethegnome,citizensuk,retweet
hrespresso,cavlar_anderson,retweet
hrespresso,uklabour,retweet
hrespresso,labourswbeds,retweet
hrespresso,mencap_charity,retweet
winchestrchange,peoplesvote_uk,retweet
hilaryklonn,hannah_o_rourke,retweet
countryskills,imincorrigible,retweet
countryskills,uklabour,retweet
countryskills,lbc,retweet
mulvennaterence,racheleden,retweet
insidecroydon,insidecroydon,retweet
insidecroydon,bbcnewcastle,retweet
insidecroydon,conhome,retweet
insidecroydon,politicshome,retweet
insidecroydon,michaellcrick,retweet
insidecroydon,timminogue,retweet
ianparkerlabsth,theprolestar,retweet
topping_lfc,dancingthemind,retweet
bethsharp__,dancingthemind,retweet
magapanthus,geziwoman,retweet
magapanthus,mazzucatom,retweet
magapanthus,uklabour,retweet
sarariffkindavi,euanphilipps,retweet
sarariffkindavi,jeremycorbyn,retweet
sarariffkindavi,uklabour,retweet
c_plumpton,brexitbin,retweet
emm4wh1te,mariacaulfield,retweet
emm4wh1te,danieljhannan,retweet
angela_c00k,steviebrexit,retweet
miscrazybananas,crisiswales,retweet
miscrazybananas,crisis_uk,retweet
leweslabour,gmb_union,retweet
swindon4eu,ofocbrexit,retweet
brendaj42217899,theadickinson,retweet
althejack66,georgegalloway,retweet
jaxx2210,remainernow,retweet
jaxx2210,kchief17,retweet
curlyclaretoo,bywirenews,retweet
roger4richmond,conservatives,retweet
donwendyagain,theprolestar,retweet
bfdlibdems,markrounding,retweet
bfdlibdems,judithcummins,retweet
bfdlibdems,greenmattbfd,retweet
bfdlibdems,bfdlibdems,retweet
bfdlibdems,kulvindermanik,retweet
bfdlibdems,conservatives,retweet
bfdlibdems,ageukbradford,retweet
eltuition,dancingthemind,retweet
coci1966,thesnp,retweet
coci1966,dr_philippaw,retweet
coci1966,robertjenrick,retweet
vote_labour2019,cllrkhalilahmed,retweet
donwendyagain,rachael_swindon,retweet
mcrctr,jamesmelville,retweet
mcrctr,becmcq,retweet
drbob317,eyeedinburgh,retweet
greataronski,kazzjenkins,retweet
greataronski,conservatives,retweet
lee_eyres,haggis_uk,retweet
random2253,sunpolitics,retweet
blackdansmam,dancingthemind,retweet
sirenabergman,zakthomaswrites,retweet
margaret_presse,barrynl,retweet
margaret_presse,paulkohlersw19,retweet
maryrmk1,unisontweets,retweet
lindahurrell,fisherandrew79,retweet
lindahurrell,garyyounge,retweet
leftheart2,conservatives,reply
neutralbrit,dancingthemind,retweet
neutralbrit,matthancock,retweet
votemikeadams,goodwinmj,retweet
chidgeyjoanna,philbennion,retweet
chidgeyjoanna,europarl_en,retweet
chidgeyjoanna,libdemmeps,retweet
bcnryu,remainernow,retweet
bcnryu,kchief17,retweet
liv_jane15,bethrigby,retweet
shrimptony,lazaroumterror,retweet
chadjohnwallis,jamesbundy,retweet
naztanvir1,romillyweeks,retweet
naztanvir1,itvnews,retweet
roaming_cloud_,generalboles,retweet
magapanthus,angelortanya,retweet
magapanthus,uklabour,retweet
magapanthus,jeremycorbyn,retweet
talithompson,dancingthemind,retweet
insidecroydon,insidecroydon,retweet
insidecroydon,owenjones84,retweet
insidecroydon,independent,retweet
insidecroydon,michaellcrick,retweet
insidecroydon,shelter,retweet
insidecroydon,bbctimdonovan,retweet
mns1947,rachael_swindon,retweet
jamesadamsrnib,gas1883,retweet
jamesadamsrnib,rnibscotland,retweet
jamesadamsrnib,glasgowpam,retweet
jamesadamsrnib,moohannicholas,retweet
jamesadamsrnib,cmonaghansnp,retweet
jamesadamsrnib,alliancescot,retweet
icatslav,goodwinmj,retweet
frankwenzy,trickyjabs,retweet
sheilagunny,euanphilipps,retweet
sheilagunny,jeremycorbyn,retweet
sheilagunny,uklabour,retweet
wd4europe,peoplesvote_uk,retweet
diamond_debs,paulbranditv,retweet
graham_budden,groot66,retweet
graham_budden,peston,retweet
graham_budden,jeremycorbyn,retweet
econhedge,generalboles,retweet
hoskas,generalboles,retweet
dougwaterson,brexitbin,retweet
pauliepaul1,gmb_union,retweet
jkbtrading,williamclouston,retweet
martinco8256,realbasedamy,retweet
edwardharkins,brexitbin,retweet
me3three,angiemeader,retweet
me3three,libdems,retweet
askpergers,rugbychick83,retweet
philforfun74,thesnp,retweet
philforfun74,dr_philippaw,retweet
philforfun74,robertjenrick,retweet
sarah_hants,thegreenparty,retweet
sarah_hants,channel4news,retweet
psychiclc,angelarayner,retweet
kezuk12,dancingthemind,retweet
vnicholson3,_brexittory,retweet
forscotlandsake,thesnp,retweet
notlightbrown,generalboles,retweet
mike_seville,zoefranklinld,retweet
john_taylor,thesnp,retweet
john_taylor,dr_philippaw,retweet
john_taylor,robertjenrick,retweet
simonwoolsey,goodwinmj,retweet
premitrom,_brexittory,retweet
joris_rood,brexitbin,retweet
raisethegame,dr_philippaw,retweet
megbenitez,rachael_swindon,retweet
terryelaineh1,saddlersue,retweet
terryelaineh1,faisalrashidmp,retweet
terryelaineh1,mrandy_carter,retweet
terryelaineh1,ryanbatelibdem,retweet
randombigbird,milneorchid,retweet
maxjedwards,essexcanning,retweet
g2bristol,geziwoman,retweet
g2bristol,mazzucatom,retweet
g2bristol,uklabour,retweet
shadowcat_mdk,gmb_union,retweet
megbenitez,theprolestar,retweet
lyndaaustin12,_brexittory,retweet
gjp19,haggis_uk,retweet
antonchanning,bydonkeys,retweet
williamos6,angelortanya,retweet
williamos6,uklabour,retweet
williamos6,jeremycorbyn,retweet
stephen83803374,dr_philippaw,retweet
greycells,brexitbin,retweet
elthamlibdems,theifs,retweet
elthamlibdems,nuffieldfound,retweet
davidrobinson2k,obr_uk,retweet
davidrobinson2k,theifs,retweet
7ba345af8dd9441,wpmtese,retweet
jonnyd400,gmb_union,retweet
maureenallen170,romillyweeks,retweet
maureenallen170,itvnews,retweet
jwhitetonight,dancingthemind,retweet
ali_8k,gmb_union,retweet
ricktmukherjee,luckyheronsay,retweet
digitaylor,gmb_union,retweet
johnriley48,dancingthemind,retweet
mssassysally,ukreloaded,retweet
microclimate,forwarddemo,retweet
microclimate,rosewrotethis,retweet
womannorfolk,theadickinson,retweet
e_gran,gmb_union,retweet
scientistsx,xrrebel,retweet
scientistsx,scientistsx,retweet
scientistsx,conservatives,retweet
scientistsx,borisjohnson,retweet
candidepeel,kazzjenkins,retweet
candidepeel,conservatives,retweet
mcgrcha,haggis_uk,retweet
votealisonprn,scottishlabour,retweet
helen_wallage,angelarayner,retweet
coolcat69,brexitbin,retweet
ursula0703,geziwoman,retweet
ursula0703,mazzucatom,retweet
ursula0703,uklabour,retweet
mickylevoguer,uel_library,retweet
mickylevoguer,cass_uel,retweet
greenwichlibdem,shelter,retweet
greenwichlibdem,libdems,retweet
knotgirl1,haggis_uk,retweet
dylanstrain4,geziwoman,retweet
dylanstrain4,mazzucatom,retweet
dylanstrain4,uklabour,retweet
bryncocynfarm,kazzjenkins,retweet
bryncocynfarm,conservatives,retweet
bobruss46,citizensuk,retweet
stewartlewis2,barrynl,retweet
stewartlewis2,paulkohlersw19,retweet
walkercm_carol,kazzjenkins,retweet
walkercm_carol,conservatives,retweet
somertonhousera,age_uk,retweet
somertonhousera,car_abrahams,retweet
somertonhousera,stephjharland,retweet
graham_budden,joglasg,retweet
nadsday,gmb_union,retweet
philiphoward20,aaronbastani,retweet
philiphoward20,novaramedia,retweet
evereuropean,gmb_union,retweet
daniel_c121,generalboles,retweet
jonsmith8272,colsmal,retweet
carogersno1,angelarayner,retweet
mynowt,_brexittory,retweet
tab22tab,dr_philippaw,retweet
ht4ecosocialism,groot66,retweet
ht4ecosocialism,peston,retweet
ht4ecosocialism,jeremycorbyn,retweet
obcnews1,davidlammy,reply
obcnews1,bbcquestiontime,retweet
annelabour,tommycorbyn,retweet
leftheart2,laboursblackplp,retweet
andyhodgson1968,imajsaclaimant,retweet
whitecarz,bignessasusual,retweet
briand063,reutersuk,retweet
daverain,saddlersue,retweet
daverain,jackiedp,retweet
daverain,thejohnkent,retweet
cannabislee,rachael_swindon,retweet
adrianwindisch,thegreenparty,retweet
adrianwindisch,channel4news,retweet
hillsided,angelarayner,retweet
megbenitez,rachael_swindon,retweet
athleticojfc,dancingthemind,retweet
uniglobalunion,gmb_union,retweet
tutini2,mickylevoguer,retweet
tutini2,uel_library,retweet
tutini2,cass_uel,retweet
arobertsonphoto,brexit_sham,retweet
arobertsonphoto,matthancock,retweet
calumjmack1,thesnp,retweet
calumjmack1,valensercla,retweet
andrewvad,trickyjabs,retweet
danpowell2,gmb_union,retweet
realwitan,labouragainstas,retweet
realwitan,peoplesmomentum,retweet
realwitan,apsanaforpl,retweet
daniahanif,kazzjenkins,retweet
daniahanif,conservatives,retweet
vincenzinafusco,brexitbin,retweet
jimmygee51,tnewtondunn,retweet
jimmygee51,bbcquestiontime,retweet
cleggy261,gmb_union,retweet
living_left,vickytevelde,retweet
jessflemingpa,kazzjenkins,retweet
jessflemingpa,conservatives,retweet
iambirmingham,rhistorerwrites,retweet
iambirmingham,uklabour,retweet
iambirmingham,iambirmingham,retweet
hct2906,trickyjabs,retweet
tynewearcitizen,southmoor6th,retweet
tynewearcitizen,sunderlandcol,retweet
mctavannie,michaeldickson,retweet
_jc4pm_,gmb_union,retweet
zaidr,paulbranditv,retweet
richard54124413,grassrootsmick1,retweet
richard54124413,laurasmithmp,retweet
richard54124413,unite_northwest,retweet
kbrownsantiques,angelortanya,retweet
kbrownsantiques,uklabour,retweet
kbrownsantiques,jeremycorbyn,retweet
dog_gem,gdcampaigns,retweet
spondonlabour,gmb_union,retweet
robinpaulinman,dancingthemind,retweet
_suenash_,itvtynetees,retweet
_suenash_,mikehillmp,retweet
_suenash_,jeremycorbyn,retweet
miksabiers,anneliese_midge,reply
miksabiers,unitepolitics,retweet
soeditor,philbennion,retweet
soeditor,europarl_en,retweet
soeditor,libdemmeps,retweet
lindasayle,geziwoman,retweet
lindasayle,mazzucatom,retweet
lindasayle,uklabour,retweet
megamonster786,dancingthemind,retweet
snowdropedgar,tommysheppard,retweet
mountie31,justice4marky,retweet
mountie31,borisjohnson,retweet
mountie31,10downingstreet,retweet
profdwh,milneorchid,retweet
dpjock1942,romillyweeks,retweet
dpjock1942,itvnews,retweet
europeanunion__,hexham4pa,retweet
europeanunion__,doozy_45,retweet
robtnewman,brexit_sham,retweet
robtnewman,matthancock,retweet
iammartincox,gmb_union,retweet
tblue49,_brexittory,retweet
thewarrenyp,davidprescott,retweet
etrix,peoplesvote_uk,retweet
cleggy261,geziwoman,retweet
cleggy261,mazzucatom,retweet
cleggy261,uklabour,retweet
dringcarol,sunpolitics,retweet
robtnewman,brexit_sham,retweet
robtnewman,matthancock,retweet
keejayov2,keejayov2,retweet
votingforboris,sunpolitics,retweet
votingforboris,emilyhewertson,retweet
megbenitez,rachael_swindon,retweet
sin7m,gmb_union,retweet
catbaba,kazzjenkins,retweet
catbaba,conservatives,retweet
mwhitbread88,instinctif_pp,retweet
mwhitbread88,instinctifptnrs,retweet
keejayov2,starsports_bet,retweet
stevenjdenton,labouragainstas,retweet
stevenjdenton,peoplesmomentum,retweet
stevenjdenton,apsanaforpl,retweet
robinpaulinman,rachael_swindon,retweet
nigelrowland4,itvtynetees,retweet
nigelrowland4,mikehillmp,retweet
nigelrowland4,jeremycorbyn,retweet
keithmallinson1,geziwoman,retweet
keithmallinson1,mazzucatom,retweet
keithmallinson1,uklabour,retweet
mrplannings,dancingthemind,retweet
mrplannings,matthancock,retweet
beyondchains,gmb_union,retweet
ageuklsl,ageukcampaigns,retweet
davidwalsh16,cpre,retweet
brhains,geziwoman,retweet
brhains,mazzucatom,retweet
brhains,uklabour,retweet
garrybcfc1,trickyjabs,retweet
matzoballing,labouragainstas,retweet
matzoballing,jeremycorbyn,retweet
europeanunion__,brexitbin,retweet
lewyakers,aaronbastani,retweet
lewyakers,novaramedia,retweet
uel_library,uel_library,retweet
brianpostans28,angelarayner,retweet
annekni38953689,groot66,retweet
annekni38953689,peston,retweet
annekni38953689,jeremycorbyn,retweet
griffbob77,gmb_union,retweet
pauldaviespembs,angelaburnsam,retweet
pauldaviespembs,welshconserv,retweet
pauldaviespembs,simonhartmp,retweet
opietroc,jamesefoster,retweet
opietroc,joswinson,retweet
opietroc,libdems,retweet
opietroc,uklabour,retweet
captainbartlet3,sunpolitics,retweet
jehangirjm,gmb_union,retweet
sherbetdip2011,kazzjenkins,retweet
sherbetdip2011,conservatives,retweet
kulganofcrydee,labouragainstas,retweet
kulganofcrydee,peoplesmomentum,retweet
kulganofcrydee,apsanaforpl,retweet
cllrruth,brexitbin,retweet
islingtonlibdem,nickwakeling1,retweet
islingtonlibdem,libdems,retweet
anglosaxonmale,eyeedinburgh,retweet
macnahgalla,kirstene4angus,retweet
macnahgalla,bwallacemp,retweet
macnahgalla,scottories,retweet
warrener_lee,gmb_union,retweet
gnasherjew,labouragainstas,retweet
gnasherjew,peoplesmomentum,retweet
gnasherjew,apsanaforpl,retweet
griffbob77,joglasg,retweet
boylelance,tandaross,retweet
stiptop1,angelortanya,retweet
stiptop1,uklabour,retweet
stiptop1,jeremycorbyn,retweet
ward_wardk4,gmb_union,retweet
lilyaimees,wpmtese,retweet
pussandboots68,peoplesmomentum,retweet
richard44917476,ukreloaded,retweet
derekmeers,angelortanya,retweet
derekmeers,uklabour,retweet
derekmeers,jeremycorbyn,retweet
megbenitez,mrtopple,retweet
stephen_cushion,conversationuk,retweet
stephen_cushion,middletonalia,retweet
baldolucchese2,brexitbin,retweet
carlsmith247,gmb_union,retweet
plaid_cymru,itvwales,retweet
plaid_cymru,adamprice,retweet
petrolheadtoo,sunpolitics,retweet
mjglennon,aaronbastani,retweet
mjglennon,novaramedia,retweet
shaunseymour,bethrigby,retweet
craigmountaine,kendavy4mp,retweet
craigmountaine,conservatives,retweet
jamesnason,instinctif_pp,retweet
jamesnason,instinctifptnrs,retweet
gcoops76,addicted2newz,retweet
macjonesy,uklabour,retweet
rwkd,aameranwar,retweet
alvizua_millie,addicted2newz,retweet
alvizua_millie,afneil,retweet
katethea3,labouragainstas,retweet
katethea3,peoplesmomentum,retweet
katethea3,apsanaforpl,retweet
richard54124413,_brexittory,retweet
themehoffice,brexit_sham,retweet
themehoffice,matthancock,retweet
geezabreak123,_brexittory,retweet
jim_106b,iainmcgill,retweet
jamesrobhamblin,centrallobby,retweet
jamesrobhamblin,conservatives,retweet
jamesrobhamblin,jamescleverly,retweet
maddieahoy,generalboles,retweet
rita0brien,gmb_union,retweet
jwamer_b_m,zoefranklinld,retweet
freebesieged,angelortanya,retweet
freebesieged,uklabour,retweet
freebesieged,jeremycorbyn,retweet
fiftieswoman1,imajsaclaimant,retweet
rapsiencyn,itvwales,retweet
rapsiencyn,adamprice,retweet
imincorrigible,lbc,retweet
cllrsimonbull,carolinelucas,retweet
jim1britt,unisontweets,retweet
roadwarrior29,ronniecowan,retweet
roadwarrior29,thesnp,retweet
loppylinda,carolinelucas,retweet
loppylinda,thegreenparty,retweet
bucks26582,gmb_union,retweet
melaniekmelvin,gmb_union,retweet
mvlibertas,essexcanning,retweet
opietroc,aaronbastani,retweet
denmarkjon,haggis_uk,retweet
davidle69434628,remainernow,retweet
davidle69434628,bristol4europe,retweet
simonantenen,peoplesvote_uk,retweet
edgbastonclp,angelarayner,retweet
edgbastonclp,preetkgillmp,retweet
edgbastonclp,uklabour,retweet
mohamedbelbehri,trickyjabs,retweet
lu_lockyer,trickyjabs,retweet
dessiembyrne,apollon101,retweet
jwamer_b_m,craigfletcherld,retweet
sarah53970633,iwantjc4pm,retweet
sarah53970633,conservatives,retweet
sarah53970633,libdems,retweet
dwarvenhobble,itvtynetees,retweet
dwarvenhobble,mikehillmp,retweet
dwarvenhobble,jeremycorbyn,retweet
phillipsbarrie,apollon101,retweet
freckles681,joswinson,retweet
caronsaul,bydonkeys,retweet
harakha,muslimcouncil,retweet
harakha,elondonmosque,retweet
lauraheeks,scousegirlmedia,retweet
pinkjockalypse,thesnp,retweet
pinkjockalypse,valensercla,retweet
reform_together,trickyjabs,retweet
the_cieh,uklabour,retweet
vincetranter,paulwilliamslab,retweet
robbo20769,brexitbin,retweet
abalharry62,jay_sutherland_,retweet
abalharry62,joswinson,retweet
inewsgraphics,theipaper,retweet
blacklodgetwp,dancingthemind,retweet
onlythetruthyo1,geziwoman,retweet
onlythetruthyo1,mazzucatom,retweet
onlythetruthyo1,uklabour,retweet
rayclegg1,_brexittory,retweet
michaelabberton,tommycorbyn,retweet
lmy746,uklabour,retweet
lmy746,jeremycorbyn,retweet
hgguyse,gmb_union,retweet
ledredman,haggis_uk,retweet
jacklopresti,sunpolitics,retweet
alanlovesleeds,scousegirlmedia,retweet
talldavese11,imincorrigible,retweet
talldavese11,lbc,retweet
hgguyse,fisherandrew79,retweet
hgguyse,garyyounge,retweet
doboy110,_brexittory,retweet
scottishlabour,votealisonprn,retweet
scottishlabour,scottishlabour,retweet
joshcrookster,hbyoungcons,retweet
joshcrookster,jackpurkiss4,retweet
joshcrookster,young_tories,retweet
joshcrookster,leicrutlandcons,retweet
belledemoncoeur,brexitbin,retweet
hardknocks1mma,kazzjenkins,retweet
hardknocks1mma,conservatives,retweet
philliptkm421,gmb_union,retweet
dragonsculpt,hannah_o_rourke,retweet
annb57,scousegirlmedia,retweet
oscarswild1,steviebrexit,retweet
glasgowstpauli,skintanddem,retweet
glasgowstpauli,stereoglasgow,retweet
glasgowstpauli,kevinpgilday,retweet
glasgowstpauli,vmcnulty67,retweet
trevorr17385782,_brexittory,retweet
suss100,armilani_,retweet
suss100,borisjohnson,retweet
anne_conner2,gmb_union,retweet
malvy89611841,brexitbin,retweet
nickcolesy,inewsgraphics,retweet
nickcolesy,theipaper,retweet
olniz0987,_brexittory,retweet
hlholmes98,jay_sutherland_,retweet
hlholmes98,joswinson,retweet
rodgerslape,talkradio,retweet
hebeflowerfairy,goodwinmj,retweet
julia_st_albans,talkradio,retweet
davstir,brexitbin,retweet
scarborian3,talkradio,retweet
scarborian3,juliahb1,retweet
scarborian3,pjtheeconomist,retweet
scarborian3,theifs,retweet
jeremynlowe62,p_architect,retweet
jeremynlowe62,twitter,retweet
jeremynlowe62,johnmcdonnellmp,retweet
drjulianwells,theprolestar,retweet
beelst86,kazzjenkins,retweet
beelst86,conservatives,retweet
susanst51,caroljhedges,retweet
ardachybc,neilmonnery,retweet
cardiffvalecab,citizensadvice,retweet
psychiclc,barrynl,retweet
psychiclc,paulkohlersw19,retweet
helenhatessmear,scousegirlmedia,retweet
davidmarkherman,labouragainstas,retweet
davidmarkherman,jeremycorbyn,retweet
bnpeastanglia,bnp_bexley,retweet
abhrahm1,aaronbastani,retweet
abhrahm1,novaramedia,retweet
unprisonplanet,kazzjenkins,retweet
unprisonplanet,conservatives,retweet
james_allen_s,labouragainstas,retweet
james_allen_s,peoplesmomentum,retweet
james_allen_s,apsanaforpl,retweet
cole_davesc66,skynews,retweet
cole_davesc66,johnmcdonnellmp,retweet
salenagodden,xrrebel,retweet
salenagodden,scientistsx,retweet
salenagodden,conservatives,retweet
salenagodden,borisjohnson,retweet
groot66,groot66,retweet
groot66,peston,retweet
groot66,jeremycorbyn,retweet
antonioarch,gmb_union,retweet
faintmatthew,dancingthemind,retweet
burnfmnews,uniwaves_,retweet
felizfeliz,_brexittory,retweet
malmcguigan,angelarayner,retweet
jph229,_brexittory,retweet
carlsmith247,trickyjabs,retweet
bnpeastanglia,bnp_bexley,retweet
harrythedog44,steviebrexit,retweet
nicholasstreet1,mcrcladiators,retweet
charlpaine,aaronbastani,retweet
charlpaine,novaramedia,retweet
stephenbigger,milneorchid,retweet
simonbarrow,thesnp,retweet
simonbarrow,nicolasturgeon,retweet
simonbarrow,annemclaughlin,retweet
eecoul,dr_philippaw,retweet
fauxpele,jameelajamil,reply
boylelance,thebluecase,retweet
aryan64228781,gmb_union,retweet
lacaldojewelery,scousegirlmedia,retweet
dianeillingwor5,angelarayner,retweet
jonnyd99528693,gmb_union,retweet
michael31788617,steviebrexit,retweet
michael31788617,addicted2newz,retweet
becs44101815,arthur81288011,retweet
becs44101815,conservatives,retweet
becs44101815,libdems,retweet
becs44101815,borisjohnson,retweet
hassanjoudi_,muslimcouncil,retweet
hassanjoudi_,elondonmosque,retweet
jon_fromwales,_brexittory,retweet
gregdinning,gmb_union,retweet
zidanesboots,borisjohnson_mp,retweet
zidanesboots,krishgm,retweet
davidan64543129,theprolestar,retweet
thornechrissie,apollon101,retweet
curlyclaretoo,scousegirlmedia,retweet
cheng_christine,lizjarvisuk,retweet
cheng_christine,libdems,retweet
patthepainter2,gmb_union,retweet
barrynl,barrynl,retweet
geezabreak123,_brexittory,retweet
jph229,steviebrexit,retweet
eddzillaeddie,itvtynetees,retweet
eddzillaeddie,mikehillmp,retweet
eddzillaeddie,jeremycorbyn,retweet
alijaffer242,keejayov2,retweet
colonelescargot,uklabour,retweet
colonelescargot,mikehillmp,retweet
64e104205fc34a0,scousegirlmedia,retweet
katy_wrathall,east_riding,retweet
nbnikkibarton,deletedbymps,retweet
alecmidgley,gmb_union,retweet
johnmp04,iwantjc4pm,retweet
biscuitroddy,dariahassqt,retweet
petuniasforever,euanphilipps,retweet
petuniasforever,jeremycorbyn,retweet
petuniasforever,uklabour,retweet
geoffkitchener,edwesternsnp,retweet
geoffkitchener,_sarahmasson,retweet
geoffkitchener,edinburghsnp,retweet
geoffkitchener,thesnp,retweet
thispurpleduck,kazzjenkins,retweet
thispurpleduck,conservatives,retweet
jackiepurse,_brexittory,retweet
mateo_tao,adamprice,retweet
mateo_tao,plaid_cymru,retweet
4maxes,romillyweeks,retweet
4maxes,itvnews,retweet
ageuknews,ageukcampaigns,retweet
angelapower7,steviebrexit,retweet
doug1e661,borisjohnson_mp,retweet
doug1e661,krishgm,retweet
labourleft,gmb_union,retweet
daz1985,yesiscoming,retweet
darrenmark69,benjolly9,retweet
adobemotion,geziwoman,retweet
adobemotion,mazzucatom,retweet
adobemotion,uklabour,retweet
_jack_curtis,gmb_union,retweet
simply_ravishin,_brexittory,retweet
babelover1010,rachael_swindon,retweet
emma_jamison,xrrebel,retweet
emma_jamison,scientistsx,retweet
emma_jamison,conservatives,retweet
emma_jamison,borisjohnson,retweet
owenthomas112,kurtisssprosser,retweet
owenthomas112,theifs,retweet
iamdjcarlo,sevenoakslibdem,retweet
graham_budden,tommycorbyn,retweet
jeancjunker,euanphilipps,retweet
jeancjunker,jeremycorbyn,retweet
jeancjunker,uklabour,retweet
rabos003,sunpolitics,retweet
rabos003,emilyhewertson,retweet
pplsassembly,pplsassembly,retweet
baggie_russ,romillyweeks,retweet
baggie_russ,itvnews,retweet
palythgoe,joglasg,retweet
saggydaddy,scousegirlmedia,retweet
allnewsi1,eyeedinburgh,retweet
